cell_specimen_id,blowout_mv_qc,electrode_0_pa_qc,recording_date_qc,seal_gohm_qc,input_resistance_mohm_qc,initial_access_resistance_mohm_qc,input_access_resistance_ratio_qc,fail_tags_qc,failed_blowout,failed_electrode_0,failed_seal,failed_input_access_resistance,failed_qc,failed_fx_long_squares,failed_fx_short_squares,failed_fx_ramps,failed_fx_chirps,failed_fx_sweep_features,upstroke_downstroke_ratio_short_square,threshold_v_short_square,width_short_square,upstroke_short_square,downstroke_short_square,width_suprathresh_short_square,peak_deltav_short_square,sag,sag_area,sag_tau,v_baseline,rheobase_i,fi_fit_slope,vm_for_sag,input_resistance,input_resistance_ss,tau,latency_rheo,avg_rate_rheo,mean_isi_rheo,upstroke_downstroke_ratio_rheo,threshold_v_rheo,peak_v_rheo,width_rheo,upstroke_rheo,downstroke_rheo,width_suprathresh_rheo,trough_v_rheo,fast_trough_v_rheo,postap_slope_rheo,fast_trough_v_last_rheo,adp_v_last_rheo,adapt_hero,avg_rate_hero,latency_hero,mean_isi_hero,median_isi_hero,isi_cv_hero,ir_late_hero,upstroke_downstroke_ratio_hero,threshold_v_hero,peak_v_hero,width_hero,upstroke_hero,downstroke_hero,width_suprathresh_hero,trough_v_hero,fast_trough_v_hero,postap_slope_hero,ahp_delay_ratio_hero,adapt_mean,isi_cv_mean,ir_late_mean,avg_rate_max,isi_adapt_ratio,width_adapt_ratio,upstroke_adapt_ratio,downstroke_adapt_ratio,threshold_v_adapt_ratio,peak_v_adapt_ratio,ahp_delay_ratio_5spike,trough_slowdeltav_rheo,trough_slowdeltav_hero,fast_trough_deltav_rheo,fast_trough_deltav_hero,peak_deltav_rheo,peak_deltav_hero,first_isi_inv_rheo,first_isi_inv_hero,sag_depol,sag_area_depol,sag_tau_depol,cell_name
1265387649,,26.36249924,4/20/23 17:13,6.708597248,528.343904,20.842886,0.039449468,initial_access_resistance_mohm 20.842886 exceeds max 20.000000,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,1.697396883,-46.84375191,0.00087,109.6418858,-59.15175287,0.00056,38.26562643,0.196479931,0.884632031,0.041743983,-60.57792664,26,0.409091075,-101.5000076,390.9855485,291.5592408,0.033073428,0.14384,1,,1.835858847,-30.53125191,13.5,0.00074,168.794832,-91.94325167,0.0006,-51.4375,-48.28125381,1.269196522,-48.28125381,-47.6875,,2,0.09892,0.27912,0.27912,0,,1.830003067,-29.50000191,14.78125095,0.00072,176.5987172,-96.50186953,0.00056,-50.5,-48.12500381,0.511893082,0.103302529,0.194453032,0.097226516,,3,,,,,,,,-3.156246185,-2.374996185,-17.75000191,-18.62500191,44.03125191,44.28125286,,3.582688449,0.142959654,0,,
1265397092,,21.16812515,4/20/23 18:07,5.855277056,498.771616,19.232798,0.03856033,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.488983672,-35.40625,0.00044,320.8859151,-215.5066716,0.00034,60.90625191,0.262617975,2.83133,0.204542284,-54.8328743,8,0.464349376,-99.43750763,352.0427942,253.2629769,0.027470988,0.67658,1,,1.421490884,-28.93750191,23.18750191,0.00048,262.7048292,-184.8093662,0.00036,-56.875,-53.40625381,1.014810786,-53.40625381,-52.43750381,-0.002748411,7,0.09332,0.144613333,0.14488,0.052803719,0.069589816,1.455450676,-27.59375,27.75000191,0.00046,289.7227557,-199.0605113,0.00036,-53.59375,-51.96875381,0.81219623,0.153006201,0.018292746,0.063820947,0.08875701,8,0.8625754,1.043478261,1.000673095,1.003874907,1.039637668,1.013513513,0.153006201,-3.468746185,-1.624996185,-24.46875191,-24.37500381,52.12500381,55.34375191,,6.557377049,0.042271074,0,,
1265402411,,41.40937424,4/20/23 18:54,5.080070656,553.45504,12.355017,0.022323434,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.355593737,-43.34375381,0.0004,417.8418013,-308.2352698,0.00032,79.18750763,0.248665661,2.561498594,0.154296054,-58.08283234,8,0.464948848,-99.84375763,381.8228841,239.3239301,0.027564653,0.6079,1,,1.322701551,-37.84375381,34,0.0004,370.8419861,-280.3670909,0.00034,-61.46875381,-61.31250381,3.192362136,-61.31250381,-57.4375,0.003431433,23,0.01048,0.043339091,0.04336,0.069036801,0.102711586,1.342321065,-42.96875381,33.75,0.0004,398.9932817,-297.2413173,0.00034,-63.25000381,-63.06250381,3.729904712,0.023196963,-0.01953122,0.083692653,0.116331845,65,1.0533241,1.1,0.829556081,0.853491829,0.974158186,0.884723581,0.015160183,-0.15625,-0.1875,-23.46875,-20.09375,71.84375381,76.71875381,,24.34274586,0.37321803,1.19369375,0.043184056,
1265088772,,8.788749695,4/19/23 17:12,2.551911168,495.415712,19.967382,0.040304297,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3.244493533,-32.3125,0.00112,221.7682475,-68.3521928,0.00092,61.625,0.054409329,0,,-55.38500214,20,0.106506398,-88.84375763,247.1354008,234.0697519,0.016898452,0.29104,1,,4.145904907,-35.15625,33.37500381,0.0013,213.3261253,-51.4546595,0.0012,-53.31250381,-44.93750381,0.81495857,-44.93750381,,0.053699611,6,0.05286,0.164768,0.17204,0.159421289,,3.420155737,-33.8125,27.81250191,0.00118,197.5507199,-57.76073812,0.00104,-49.15625381,-48.09375,-0.266335419,0.144088031,0.03537712,0.185978975,0.199712427,16,1.512505974,1.271186441,0.582898155,0.690894272,0.866913124,0.859550571,0.144088031,-8.375,-1.062503815,-9.781253815,-14.28125,68.53125381,61.62500191,,7.979572295,0.084447913,0,,
1265171440,,35.84000015,4/19/23 20:10,0.903962048,877.608704,6.9386975,0.007906368,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2.022741159,-34.39062691,0.00073,240.8236475,-119.0530799,0.00057,53.40625191,0.203492641,1.44501375,0.33798815,-69.92235565,42,0.310820984,-98.81250763,473.4659195,452.2770889,0.018465331,0.10862,1,,1.874436419,-34.21875,19.1875,0.0008,200.0339802,-106.716866,0.00064,-56.09375381,-55.68750381,0.059046901,-55.68750381,-55.28125,0.034251492,14,0.01588,0.059607692,0.05002,0.820534266,0.777054733,2.027509404,-35.15625,18.12500191,0.00076,219.1233292,-108.0751235,0.00062,-54.09375381,-53.87500381,-0.222051204,0.0496,0.046918381,0.486810891,0.602883726,39,1.917940011,1.131578947,0.640595231,0.833759766,0.860158273,0.850258228,0.007773491,-0.40625,-0.21875,-21.46875381,-18.71875381,53.40625,53.28125191,,44.16961131,0.238204449,1.396622344,0.038650569,
1265181734,,18.65875053,4/19/23 20:40,1.335552,1178.678912,10.132022,0.008596083,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2.203612884,-31.6875,0.00065,344.4718394,-156.30163,0.00052,75.29687691,0.074526794,0.207626797,,-70.24794769,80,0.073798627,-101.2812576,415.3126478,392.5602989,0.012829602,0.03636,1,,1.826527501,-30.56250191,38.90625,0.00072,267.8437619,-146.6409686,0.00056,-57.00000381,-56.65625381,-1.215367155,-56.65625381,,0.262949783,3,0.01224,0.02529,0.02529,0.262949783,,2.113499327,-32.78125,41,0.00064,325.7133933,-154.110952,0.00054,-55.56250381,-55.37500381,0.927351782,0.064837905,0.112137591,0.382946874,,11,13.3370945,1.71875,0.285874928,0.562837845,0.819323634,0.537383225,0.105842506,-0.34375,-0.1875,-26.09375191,-22.59375381,69.46875191,73.78125,,53.64806867,0.2010196,1.5147775,0.167098147,
1264803909,,34.34249878,4/18/23 17:43,2.535148032,460.920832,10.056365,0.021817988,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.933698467,-16.56250191,0.00138,148.7451253,-76.92260601,0.00086,47.43750381,0.012528278,0,,-69.88404846,59.99999619,0.099999962,-98.25,412.1710658,421.0379724,0.044214963,0.4687,2,0.34392,3.408040415,-19.625,42.28125,0.00156,165.2957409,-48.5016962,0.00126,-47.18750381,-40.40625381,-0.448878473,-40.31250381,,0.069475951,3,0.44494,0.26009,0.26009,0.069475951,,2.880841545,-19.59375191,34,0.0017,128.2883154,-44.53154169,0.00136,-45,-41.84375381,-0.458824905,0.064490618,0.069475951,0.034737975,,3,,,,,,,,-6.78125,-3.156246185,-20.78125381,-22.25000191,61.90625,53.59375191,2.907652943,4.131889926,,,,
1264787153,,-70.88874817,4/18/23 16:46,4.485184,1278.739456,12.056247,0.009428228,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2.168645553,-31.90625,0.00088,219.39234,-101.1656053,0.00072,67.28125381,0.094004609,0.829339844,0.169195636,-63.7470932,10,0.136643741,-97.71875,278.4855962,242.50178,0.01426359,0.2066,1,,2.291433591,-29.71875191,37.71875,0.00098,203.8093439,-88.94403254,0.0008,-53.25000381,-48.5,-0.340338558,-48.5,-48.71875,0.015882297,24,0.02122,0.040434783,0.04066,0.269397744,0.125151393,2.292897243,-31.34375,36.56250381,0.00092,209.7149691,-91.46287291,0.00078,-50.37500381,-50.09375,0.314933384,0.097090663,0.035589835,0.25391364,0.188208119,36,2.958489155,1.3125,0.545547781,0.738155551,0.746253762,0.817204356,0.117848578,-4.750003815,-0.281253815,-18.78124809,-18.75,67.43750191,67.90625381,,34.0599455,0.008426294,0,,
1264790232,,-26.34687424,4/18/23 17:15,3.340654592,850.550592,19.248098,0.022630162,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2.066820437,-38.07812881,0.00086,183.0171711,-88.5501143,0.00063,45.70312905,0.067821525,0.590330117,0.141272291,-67.9872818,16,0.329739569,-99.18750763,314.5509064,288.1043612,0.016786219,0.20204,2,0.4067,2.096674829,-37.46875,18.84375191,0.00076,228.7709574,-109.1113196,0.00062,-58.87500381,-57.59375,-0.072953709,-56.71875,-56.625,0.013359394,21,0.01892,0.046237,0.04768,0.145177415,0.10504361,2.09789492,-38.34375381,13.25000095,0.0008,203.4411222,-96.97393338,0.00066,-58.46875,-58.03125381,-0.261623329,0.047244094,0.009145618,0.164786782,0.155940704,44,1.12425829,1.125,0.703421582,0.881196893,0.886991969,0.867117126,0.035339995,-1.281253815,-0.437496185,-20.125,-19.6875,56.31250191,51.59375477,2.458814851,31.17206983,0.143203959,0.414096328,,
1264796693,,23.15812492,4/18/23 17:49,2.334233856,376.638304,20.471552,0.054353346,initial_access_resistance_mohm 20.471552 exceeds max 20.000000,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,1.604988749,-37.90625191,0.00059,228.6755721,-142.4631656,0.00048,54.26562786,0.173783228,2.343038594,0.279805764,-54.34356689,16,0.615127232,-98.03125,399.5312452,294.2249216,0.01563245,0.45516,1,,1.539342387,-35.5625,16.78125,0.0006,213.0772846,-138.4209819,0.00048,-55.65625381,-54.875,-0.062689721,-54.875,,0.004912391,35,0.00862,0.02845,0.02856,0.062657197,0.109395973,1.629367018,-38.375,14.375,0.00058,215.8622798,-132.4822937,0.0005,-53.15625381,-52.96875,0.104411661,0.067917206,0.103557005,0.198820814,0.194762126,80,0.700178186,1.066666667,0.916530857,0.973838601,0.964381231,0.998181818,0.037503349,-0.781253815,-0.187503815,-19.3125,-14.59375,52.34375,52.75,,44.76275739,0.104686663,0,,
1264802913,,32.671875,4/18/23 18:16,6.70025984,921.084736,14.361487,0.015591928,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2.026422736,-38.375,0.00074,265.5231519,-131.030484,0.00062,67.75000191,0.246859133,1.529079531,0.104708217,-67.9161377,36,0.328498822,-98.03125,371.7186749,334.7699646,0.012956562,0.23014,1,,2.096569772,-35.03125,30.3125,0.00074,253.0752623,-120.7092012,0.00064,-52.50000381,-51.4375,0.191157518,-51.4375,-51.15625381,-0.004556264,28,0.01122,0.035336296,0.03638,0.133875016,0.067506297,2.145057724,-37.06250381,32.03125381,0.00072,280.5482869,-130.7882225,0.0006,-56.40625381,-55.31250381,-0.266470456,0.058438287,0.016741286,0.154855842,0.125063939,44,0.55875153,1.081081081,0.795671007,0.89405591,0.889784946,0.978022045,0.037117904,-1.062503815,-1.09375,-16.40625,-18.25,65.34375,69.09375763,,19.4024059,0.123405673,0.677511641,0.016612596,
1264849414,,72.16000366,4/18/23 19:52,3.388054272,561.374144,18.648778,0.033219873,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.989055334,-36.21875,0.00082,206.889388,-104.0138926,0.00068,56,0.207285196,1.609005781,0.150130898,-63.68987274,24,0.20175659,-98.96875,330.6250274,264.8244022,0.021049325,0.1498,2,0.17168,1.948840181,-33.93750381,20.5,0.0008,201.4330315,-103.3604672,0.00068,-52.21875381,-50.53125381,0.931607579,-49.96875381,-47.50000381,0.032069863,16,0.01926,0.063089333,0.06816,0.27069569,0.062308237,1.969255917,-35.46875381,20.40625191,0.0008,204.5064417,-103.8496012,0.00068,-52.03125381,-51.78125381,0.229829594,0.02362949,0.054218124,0.27807882,0.118163265,29,3.612870789,1.075,0.880610462,0.968760129,0.908055945,1.0576,0.130809908,-1.6875,-0.25,-16.59375,-16.3125,54.43750381,55.87500572,5.824790308,29.03600465,0.246796533,0.982150313,,
1264010426,,21.64999962,4/14/23 17:33,5.313802752,812.166336,19.379262,0.023861198,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.651690272,-35.32812881,0.00065,247.0247212,-149.5583585,0.00046,53.85937977,0.282203525,2.289427344,0.191640408,-69.96339417,21.99999809,0.25104176,-97.65625763,316.1585629,238.2273731,0.021045752,0.41568,1,,1.903047438,-30.00000191,26.68750191,0.00072,229.0775088,-120.3740402,0.00056,-61.00000381,-55.50000381,-0.489257474,-55.50000381,-55.03125,0.005720213,15,0.11898,0.059881429,0.0605,0.079017138,0.124251924,1.860547571,-29.21875191,27.84375191,0.00072,224.6794155,-120.7598338,0.00056,-54.65625381,-54.43750381,0.476916197,0.032121212,-0.001316918,0.084787219,0.112390081,34,0.914279369,1.111111111,0.825312432,0.895944924,0.927521008,0.951834866,0.02037315,-5.5,-0.21875,-25.50000191,-25.21875191,56.68750381,57.06250381,,17.59324419,0.135083705,0.761205781,,
1264095379,,26.13249969,4/14/23 18:22,4.647089664,1268.100864,19.94751,0.015730223,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2.164413585,-34.18750191,0.00054,302.7763936,-139.8892138,0.00048,60.64062881,0.102775648,0.907716094,,-71.23659515,16,0.588621617,-98.65625,316.0854578,271.3038069,0.014992236,0.17098,8,0.080634286,2.276035711,-34.28125,28.18750191,0.00056,309.9630402,-136.1854907,0.00048,-45.96875381,-45.9375,4.529232882,-49.90625381,-48.62500381,0.04203195,36,0.01656,0.027786857,0.0278,0.568983927,0.06320837,2.258195912,-38.53125,27.46875191,0.00052,316.8350434,-140.3044978,0.0005,-44.46875381,-44.4375,6.79551403,0.050212766,0.132876305,0.912008936,0.1215036,86,3.118721461,1.321428571,0.672081274,0.707333146,0.857794039,0.86917961,0.210182483,-0.031253815,-0.031253815,-11.65625,-5.90625,62.46875191,66.00000191,231.4814815,378.7878788,0.08423131,0,,
1263744365,,56.85499954,4/13/23 16:32,6.611320832,886.843072,11.467024,0.012930161,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0.393179962,-31.71875381,0.00158,22.77271481,-57.91931693,0.00158,8.781253815,0.011986051,0,,-54.97924423,38,0.008882451,-98.4375,420.4926193,406.3596912,0.026618111,0.04444,1,,1.413780832,-25.53125191,22.9375,0.00096,125.4330814,-88.7217301,0.00072,-46.12500381,-45.96875381,0.806833935,-45.96875381,,,1,0.04044,,,,,1.497910117,-24.62500191,24.5625,0.00092,138.7239771,-92.61168307,0.0007,-45.90625381,-45.75000381,-0.040044844,,0.126630613,0.101114933,,6,1.64075067,2.088888889,0.303881481,0.563898985,0.388214913,0.603878108,0.192805755,-0.15625,-0.15625,-20.43750191,-21.12500191,48.46875191,49.18750191,,,0.136578083,1.046505078,,
1263779177,,-13.95250034,4/13/23 18:04,4.225485056,604.981568,19.943056,0.032964733,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
